hospital_id,hospital_name,state,city,specialization,consultation_fee,rating,available_slots,beds_available,latitude,longitude,review,cost_category,rating_category
267,Drishti Eye Hospital Kanpur,Uttar Pradesh,Kanpur,"['Ophthalmology', 'General Medicine']",700,4.5,3,180,26.4577,80.341,Specialized eye care with high ratings,Medium,Excellent
268,City Hospital Kanpur,Uttar Pradesh,Kanpur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,26.459,80.3425,Decent hospital for basic treatments,Medium,Good
269,Bhu Sir Sunderlal Hospital,Uttar Pradesh,Varanasi,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",700,4.5,5,900,25.2677,82.9913,Major government hospital with advanced facilities,Medium,Excellent
270,Heritage Hospital Varanasi,Uttar Pradesh,Varanasi,"['Cardiology', 'Orthopedics', 'Radiology']",1100,4.6,4,350,25.269,82.9928,Well known private hospital with expert doctors,High,Excellent
271,Apex Hospital Varanasi,Uttar Pradesh,Varanasi,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,25.2703,82.9943,Good hospital with modern facilities,High,Excellent
272,Life Line Hospital Varanasi,Uttar Pradesh,Varanasi,"['Orthopedics', 'Dermatology', 'General Medicine']",750,4.3,5,220,25.2716,82.9958,Affordable and friendly staff,Medium,Good
273,Galaxy Hospital Varanasi,Uttar Pradesh,Varanasi,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",800,4.4,6,250,25.2729,82.9973,Reliable and affordable healthcare,Medium,Good
274,Drishti Eye Hospital Varanasi,Uttar Pradesh,Varanasi,"['Ophthalmology', 'General Medicine']",700,4.5,3,180,25.2742,82.9988,Specialized eye care with high ratings,Medium,Excellent
275,City Hospital Varanasi,Uttar Pradesh,Varanasi,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,25.2755,83.0003,Decent hospital for basic treatments,Medium,Good
276,Om Hospital Varanasi,Uttar Pradesh,Varanasi,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,25.2768,83.0018,Trusted hospital with good services,Medium,Good
277,Sms Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",600,4.5,5,1000,26.9124,75.7873,Major government hospital with large capacity,Medium,Excellent
278,Fortis Escorts Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,400,26.9138,75.7888,Highly reputed hospital with expert doctors,High,Excellent
279,Narayana Multispeciality Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Neurology', 'Radiology']",1100,4.6,4,350,26.9152,75.7903,Modern hospital with advanced facilities,High,Excellent
280,Apex Hospitals Jaipur,Rajasthan,Jaipur,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,26.9166,75.7918,Well equipped hospital with good services,High,Excellent
281,Ehcc Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Oncology', 'Orthopedics', 'Radiology']",1300,4.7,3,500,26.918,75.7933,Top private hospital with modern infrastructure,High,Excellent
282,Ck Birla Hospital Jaipur,Rajasthan,Jaipur,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,26.9194,75.7948,Reliable and affordable healthcare,Medium,Good
283,Santokba Durlabhji Hospital,Rajasthan,Jaipur,"['Cardiology', 'Orthopedics', 'General Medicine']",950,4.5,4,300,26.9208,75.7963,Trusted hospital with experienced staff,Medium,Excellent
284,Life Line Hospital Jaipur,Rajasthan,Jaipur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,26.9222,75.7978,Affordable and friendly staff,Medium,Good
285,Drishti Eye Hospital Jaipur,Rajasthan,Jaipur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,26.9236,75.7993,Specialized eye care with high ratings,Medium,Excellent
286,City Hospital Jaipur,Rajasthan,Jaipur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,26.925,75.8008,Decent hospital for basic treatments,Medium,Good
287,Geetanjali Medical College & Hospital,Rajasthan,Udaipur,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",900,4.5,4,600,24.5854,73.7125,Major medical college hospital with advanced facilities,Medium,Excellent
288,Gbh American Hospital,Rajasthan,Udaipur,"['Cardiology', 'Orthopedics', 'Radiology']",1100,4.6,4,350,24.5868,73.714,Well known private hospital with expert doctors,High,Excellent
289,Mewar Hospital,Rajasthan,Udaipur,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,24.5882,73.7155,Trusted hospital with modern infrastructure,High,Excellent
290,Life Line Hospital Udaipur,Rajasthan,Udaipur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,24.5896,73.717,Affordable and friendly staff,Medium,Good
291,Aravali Hospital Udaipur,Rajasthan,Udaipur,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",850,4.4,5,250,24.591,73.7185,Reliable and affordable healthcare,Medium,Good
292,Drishti Eye Hospital Udaipur,Rajasthan,Udaipur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,24.5924,73.72,Specialized eye care with high ratings,Medium,Excellent
293,City Hospital Udaipur,Rajasthan,Udaipur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,24.5938,73.7215,Decent hospital for basic treatments,Medium,Good
294,Om Hospital Udaipur,Rajasthan,Udaipur,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,24.5952,73.723,Trusted hospital with good services,Medium,Good
295,Aiims Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",900,4.7,3,800,26.2389,73.0243,Premier government institute with advanced medical care,Medium,Excellent
296,Mathuradas Mathur Hospital,Rajasthan,Jodhpur,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.4,5,700,26.2402,73.0258,Major government hospital with large capacity,Medium,Good
297,Goyal Hospital Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'Orthopedics', 'Radiology']",1000,4.5,4,350,26.2415,73.0273,Well equipped hospital with experienced doctors,High,Excellent
298,Medipulse Hospital Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'General Medicine', 'Radiology']",1100,4.6,4,400,26.2428,73.0288,Modern hospital with advanced facilities,High,Excellent
299,Life Line Hospital Jodhpur,Rajasthan,Jodhpur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,26.2441,73.0303,Affordable and friendly staff,Medium,Good
300,Drishti Eye Hospital Jodhpur,Rajasthan,Jodhpur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,26.2454,73.0318,Specialized eye care with high ratings,Medium,Excellent
301,City Hospital Jodhpur,Rajasthan,Jodhpur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,26.2467,73.0333,Decent hospital for basic treatments,Medium,Good
302,Om Hospital Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,26.248,73.0348,Trusted hospital with good services,Medium,Good
303,Aiims Bhopal,Madhya Pradesh,Bhopal,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",900,4.7,3,800,23.2599,77.4126,Premier government institute with advanced medical care,Medium,Excellent
304,Hamidia Hospital Bhopal,Madhya Pradesh,Bhopal,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.4,5,700,23.2612,77.414,Major government hospital with large capacity,Medium,Good
305,Bansal Hospital Bhopal,Madhya Pradesh,Bhopal,"['Cardiology', 'Orthopedics', 'Radiology']",1100,4.6,4,350,23.2625,77.4155,Well equipped hospital with experienced doctors,High,Excellent
306,Chirayu Hospital Bhopal,Madhya Pradesh,Bhopal,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,23.2638,77.417,Modern hospital with advanced facilities,High,Excellent
307,People’S Hospital Bhopal,Madhya Pradesh,Bhopal,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",800,4.4,5,400,23.2651,77.4185,Reputed hospital with good patient care,Medium,Good
308,Life Line Hospital Bhopal,Madhya Pradesh,Bhopal,"['Orthopedics', 'Dermatology', 'General Medicine']",750,4.3,5,220,23.2664,77.42,Affordable and friendly staff,Medium,Good
309,Drishti Eye Hospital Bhopal,Madhya Pradesh,Bhopal,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,23.2677,77.4215,Specialized eye care with high ratings,Medium,Excellent
310,City Hospital Bhopal,Madhya Pradesh,Bhopal,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,23.269,77.423,Decent hospital for basic treatments,Medium,Good
311,Chl Hospital Indore,Madhya Pradesh,Indore,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",1100,4.6,4,400,22.7196,75.8577,Top multi-speciality hospital with advanced facilities,High,Excellent
312,Bombay Hospital Indore,Madhya Pradesh,Indore,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,450,22.7209,75.8592,Highly reputed hospital with expert doctors,High,Excellent
313,Apollo Hospital Indore,Madhya Pradesh,Indore,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1300,4.7,3,500,22.7222,75.8607,Modern hospital with world class infrastructure,High,Excellent
314,Medanta Hospital Indore,Madhya Pradesh,Indore,"['Cardiology', 'General Medicine', 'Radiology']",1200,4.6,4,400,22.7235,75.8622,Trusted hospital with excellent care,High,Excellent
315,Life Line Hospital Indore,Madhya Pradesh,Indore,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,22.7248,75.8637,Affordable and friendly staff,Medium,Good
316,Drishti Eye Hospital Indore,Madhya Pradesh,Indore,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,22.7261,75.8652,Specialized eye care with high ratings,Medium,Excellent
317,City Hospital Indore,Madhya Pradesh,Indore,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,22.7274,75.8667,Decent hospital for basic treatments,Medium,Good
318,Om Hospital Indore,Madhya Pradesh,Indore,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,22.7287,75.8682,Trusted hospital with good services,Medium,Good
319,Civil Hospital Ahmedabad,Gujarat,Ahmedabad,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.5,5,1200,23.0225,72.5714,One of the largest government hospitals with huge capacity,Medium,Excellent
320,Apollo Hospital Ahmedabad,Gujarat,Ahmedabad,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1400,4.7,3,500,23.0238,72.5729,Top private hospital with advanced facilities,High,Excellent
321,Zydus Hospital Ahmedabad,Gujarat,Ahmedabad,"['Cardiology', 'Orthopedics', 'Radiology']",1300,4.6,4,400,23.0251,72.5744,Highly reputed hospital with expert doctors,High,Excellent
322,Sterling Hospital Ahmedabad,Gujarat,Ahmedabad,"['Cardiology', 'General Medicine', 'Radiology']",1200,4.6,4,350,23.0264,72.5759,Modern hospital with excellent care,High,Excellent
323,Shalby Hospital Ahmedabad,Gujarat,Ahmedabad,"['Orthopedics', 'Cardiology', 'General Medicine']",1100,4.5,4,300,23.0277,72.5774,Well known hospital with good services,High,Excellent
324,Medilink Hospital Ahmedabad,Gujarat,Ahmedabad,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,23.029,72.5789,Reliable and affordable healthcare,Medium,Good
325,Life Line Hospital Ahmedabad,Gujarat,Ahmedabad,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,23.0303,72.5804,Affordable and friendly staff,Medium,Good
326,Drishti Eye Hospital Ahmedabad,Gujarat,Ahmedabad,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,23.0316,72.5819,Specialized eye care with high ratings,Medium,Excellent
327,City Hospital Ahmedabad,Gujarat,Ahmedabad,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,23.0329,72.5834,Decent hospital for basic treatments,Medium,Good
328,Om Hospital Ahmedabad,Gujarat,Ahmedabad,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,23.0342,72.5849,Trusted hospital with good services,Medium,Good
329,Civil Hospital Surat,Gujarat,Surat,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.4,5,1000,21.1702,72.8311,Major government hospital with large capacity,Medium,Good
330,Apollo Hospital Surat,Gujarat,Surat,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1300,4.7,3,500,21.1715,72.8326,Top private hospital with advanced facilities,High,Excellent
331,Sunshine Global Hospital,Gujarat,Surat,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,400,21.1728,72.8341,Well equipped hospital with experienced doctors,High,Excellent
332,Shalby Hospital Surat,Gujarat,Surat,"['Orthopedics', 'Cardiology', 'General Medicine']",1100,4.5,4,350,21.1741,72.8356,Trusted hospital with good services,High,Excellent
333,Life Care Hospital Surat,Gujarat,Surat,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,21.1754,72.8371,Affordable and friendly staff,Medium,Good
334,Apple Hospital Surat,Gujarat,Surat,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,21.1767,72.8386,Reliable and affordable healthcare,Medium,Good
335,Drishti Eye Hospital Surat,Gujarat,Surat,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,21.178,72.8401,Specialized eye care with high ratings,Medium,Excellent
336,City Hospital Surat,Gujarat,Surat,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,21.1793,72.8416,Decent hospital for basic treatments,Medium,Good
337,Kokilaben Dhirubhai Ambani Hospital,Maharashtra,Mumbai,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1600,4.8,3,600,19.076,72.8777,Top private hospital with world class facilities,High,Excellent
338,Lilavati Hospital,Maharashtra,Mumbai,"['Cardiology', 'Orthopedics', 'Radiology']",1500,4.7,4,500,19.0773,72.8792,Highly reputed hospital with expert doctors,High,Excellent
339,Fortis Hospital Mulund,Maharashtra,Mumbai,"['Cardiology', 'Neurology', 'Radiology']",1400,4.7,4,450,19.0786,72.8807,Modern hospital with advanced infrastructure,High,Excellent
340,Jaslok Hospital,Maharashtra,Mumbai,"['Cardiology', 'Oncology', 'General Medicine', 'Radiology']",1500,4.7,4,500,19.0799,72.8822,Trusted hospital with experienced staff,High,Excellent
341,Apollo Hospital Navi Mumbai,Maharashtra,Mumbai,"['Cardiology', 'Orthopedics', 'Radiology']",1400,4.6,4,400,19.0812,72.8837,Well equipped hospital with good services,High,Excellent
342,Nair Hospital Mumbai,Maharashtra,Mumbai,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.5,5,900,19.0825,72.8852,Major government hospital with large capacity,Medium,Excellent
343,Saifee Hospital Mumbai,Maharashtra,Mumbai,"['Cardiology', 'General Medicine', 'Radiology']",1300,4.6,4,350,19.0838,72.8867,Reliable hospital with modern facilities,High,Excellent
344,Life Line Hospital Mumbai,Maharashtra,Mumbai,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,19.0851,72.8882,Affordable and friendly staff,Medium,Good
345,Drishti Eye Hospital Mumbai,Maharashtra,Mumbai,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,19.0864,72.8897,Specialized eye care with high ratings,Medium,Excellent
346,City Hospital Mumbai,Maharashtra,Mumbai,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,19.0877,72.8912,Decent hospital for basic treatments,Medium,Good
347,Ruby Hall Clinic,Maharashtra,Pune,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",1300,4.7,4,400,18.5204,73.8567,Top multi-speciality hospital with advanced facilities,High,Excellent
348,Sahyadri Hospital Pune,Maharashtra,Pune,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,350,18.5217,73.8582,Highly reputed hospital with expert doctors,High,Excellent
349,Deenanath Mangeshkar Hospital,Maharashtra,Pune,"['Cardiology', 'Neurology', 'Radiology']",1100,4.6,4,400,18.523,73.8597,Trusted hospital with modern infrastructure,High,Excellent
350,Aditya Birla Memorial Hospital,Maharashtra,Pune,"['Cardiology', 'Orthopedics', 'General Medicine']",1200,4.6,4,350,18.5243,73.8612,Well equipped hospital with good services,High,Excellent
351,Columbia Asia Hospital Pune,Maharashtra,Pune,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",1000,4.5,5,300,18.5256,73.8627,Reliable and affordable healthcare,High,Excellent
352,Life Line Hospital Pune,Maharashtra,Pune,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,18.5269,73.8642,Affordable and friendly staff,Medium,Good
353,Drishti Eye Hospital Pune,Maharashtra,Pune,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,18.5282,73.8657,Specialized eye care with high ratings,Medium,Excellent
354,City Hospital Pune,Maharashtra,Pune,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,18.5295,73.8672,Decent hospital for basic treatments,Medium,Good
355,Narayana Health City,Karnataka,Bangalore,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1400,4.7,3,600,12.8456,77.6603,Top multi-speciality hospital with advanced care,High,Excellent
356,Manipal Hospital Bangalore,Karnataka,Bangalore,"['Cardiology', 'Orthopedics', 'Radiology']",1300,4.6,4,500,12.9279,77.6271,Highly reputed hospital with expert doctors,High,Excellent
357,Fortis Hospital Bannerghatta Road,Karnataka,Bangalore,"['Cardiology', 'Neurology', 'Radiology']",1400,4.7,4,450,12.8956,77.5993,Modern hospital with excellent infrastructure,High,Excellent
358,Apollo Hospital Bangalore,Karnataka,Bangalore,"['Cardiology', 'Oncology', 'General Medicine', 'Radiology']",1500,4.7,3,500,12.907,77.597,Trusted hospital with world class facilities,High,Excellent
359,Sakra World Hospital,Karnataka,Bangalore,"['Cardiology', 'Orthopedics', 'General Medicine']",1300,4.6,4,400,12.9237,77.6927,Well equipped hospital with modern services,High,Excellent
360,Columbia Asia Hospital Bangalore,Karnataka,Bangalore,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",1100,4.5,5,350,12.9716,77.5946,Reliable and affordable healthcare,High,Excellent
361,Aster Cmi Hospital,Karnataka,Bangalore,"['Cardiology', 'Neurology', 'Radiology']",1400,4.7,4,450,13.0358,77.597,Highly reputed hospital with advanced care,High,Excellent
362,Life Line Hospital Bangalore,Karnataka,Bangalore,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,12.95,77.61,Affordable and friendly staff,Medium,Good
363,Drishti Eye Hospital Bangalore,Karnataka,Bangalore,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,12.96,77.62,Specialized eye care with high ratings,Medium,Excellent
364,City Hospital Bangalore,Karnataka,Bangalore,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,12.97,77.63,Decent hospital for basic treatments,Medium,Good
365,Apollo Hospitals Chennai,Tamil Nadu,Chennai,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1500,4.8,3,600,13.0827,80.2707,Top private hospital with world class facilities,High,Excellent
366,Fortis Malar Hospital Chennai,Tamil Nadu,Chennai,"['Cardiology', 'Orthopedics', 'Radiology']",1400,4.7,4,450,13.084,80.2722,Highly reputed hospital with expert doctors,High,Excellent
367,Miot International Chennai,Tamil Nadu,Chennai,"['Cardiology', 'Neurology', 'Radiology']",1400,4.7,4,500,13.0853,80.2737,Modern hospital with advanced infrastructure,High,Excellent
368,Sims Hospital Chennai,Tamil Nadu,Chennai,"['Cardiology', 'Oncology', 'General Medicine', 'Radiology']",1300,4.6,4,400,13.0866,80.2752,Trusted hospital with excellent care,High,Excellent
369,Global Hospitals Chennai,Tamil Nadu,Chennai,"['Cardiology', 'Oncology', 'General Medicine']",1400,4.7,3,450,13.0879,80.2767,Well equipped hospital with modern facilities,High,Excellent
370,Srm Hospital Chennai,Tamil Nadu,Chennai,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",1000,4.5,5,350,13.0892,80.2782,Reliable and affordable healthcare,High,Excellent
371,Government General Hospital Chennai,Tamil Nadu,Chennai,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.5,5,900,13.0905,80.2797,Major government hospital with large capacity,Medium,Excellent
372,Life Line Hospital Chennai,Tamil Nadu,Chennai,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,13.0918,80.2812,Affordable and friendly staff,Medium,Good
373,Drishti Eye Hospital Chennai,Tamil Nadu,Chennai,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,13.0931,80.2827,Specialized eye care with high ratings,Medium,Excellent
374,City Hospital Chennai,Tamil Nadu,Chennai,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,13.0944,80.2842,Decent hospital for basic treatments,Medium,Good
375,Apollo Hospitals Hyderabad,Telangana,Hyderabad,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1500,4.8,3,600,17.385,78.4867,Top private hospital with world class facilities,High,Excellent
376,Yashoda Hospitals Hyderabad,Telangana,Hyderabad,"['Cardiology', 'Orthopedics', 'Radiology']",1400,4.7,4,500,17.3863,78.4882,Highly reputed hospital with expert doctors,High,Excellent
377,Kims Hospitals Hyderabad,Telangana,Hyderabad,"['Cardiology', 'Neurology', 'Radiology']",1400,4.7,4,550,17.3876,78.4897,Modern hospital with advanced infrastructure,High,Excellent
378,Continental Hospitals Hyderabad,Telangana,Hyderabad,"['Cardiology', 'Oncology', 'General Medicine', 'Radiology']",1300,4.6,4,450,17.3889,78.4912,Trusted hospital with excellent care,High,Excellent
379,Care Hospitals Hyderabad,Telangana,Hyderabad,"['Cardiology', 'Oncology', 'General Medicine']",1400,4.7,3,500,17.3902,78.4927,Well equipped hospital with modern facilities,High,Excellent
380,Sunshine Hospitals Hyderabad,Telangana,Hyderabad,"['General Medicine', 'Orthopedics', 'Radiology']",1200,4.6,4,400,17.3915,78.4942,Reliable hospital with good patient care,High,Excellent
381,Osmania General Hospital,Telangana,Hyderabad,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.4,5,900,17.3928,78.4957,Major government hospital with large capacity,Medium,Good
382,Life Line Hospital Hyderabad,Telangana,Hyderabad,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,17.3941,78.4972,Affordable and friendly staff,Medium,Good
383,Drishti Eye Hospital Hyderabad,Telangana,Hyderabad,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,17.3954,78.4987,Specialized eye care with high ratings,Medium,Excellent
384,City Hospital Hyderabad,Telangana,Hyderabad,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,17.3967,78.5002,Decent hospital for basic treatments,Medium,Good
385,Apollo Gleneagles Hospital,West Bengal,Kolkata,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1500,4.7,3,500,22.5726,88.3639,Top private hospital with advanced facilities,High,Excellent
386,Fortis Hospital Anandapur,West Bengal,Kolkata,"['Cardiology', 'Orthopedics', 'Radiology']",1400,4.7,4,450,22.5739,88.3654,Highly reputed hospital with expert doctors,High,Excellent
387,Amri Hospital Kolkata,West Bengal,Kolkata,"['Cardiology', 'Neurology', 'Radiology']",1300,4.6,4,400,22.5752,88.3669,Modern hospital with excellent infrastructure,High,Excellent
388,Medica Superspecialty Hospital,West Bengal,Kolkata,"['Cardiology', 'Oncology', 'General Medicine', 'Radiology']",1300,4.6,4,450,22.5765,88.3684,Trusted hospital with advanced care,High,Excellent
389,Peerless Hospital Kolkata,West Bengal,Kolkata,"['Cardiology', 'General Medicine', 'Radiology']",1200,4.5,4,350,22.5778,88.3699,Well equipped hospital with good services,High,Excellent
390,Sskm Hospital Kolkata,West Bengal,Kolkata,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.5,5,900,22.5791,88.3714,Major government hospital with large capacity,Medium,Excellent
391,Columbia Asia Hospital Kolkata,West Bengal,Kolkata,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",1000,4.5,5,300,22.5804,88.3729,Reliable and affordable healthcare,High,Excellent
392,Life Line Hospital Kolkata,West Bengal,Kolkata,"['Orthopedics', 'Dermatology', 'General Medicine']",900,4.3,5,250,22.5817,88.3744,Affordable and friendly staff,Medium,Good
393,Drishti Eye Hospital Kolkata,West Bengal,Kolkata,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,22.583,88.3759,Specialized eye care with high ratings,Medium,Excellent
394,City Hospital Kolkata,West Bengal,Kolkata,"['General Medicine', 'Pathology', 'Dentistry']",700,4.2,6,220,22.5843,88.3774,Decent hospital for basic treatments,Medium,Good
